"日付け","終値","始値","高値","安値","出来高","前日比%"
"2014年10月31日","337.00","344.91","346.45","336.57","1.07K","-1.99%"
"2014年10月30日","343.85","334.56","350.64","333.04","0.53K","3.20%"
"2014年10月29日","333.20","352.22","352.28","333.20","3.40K","-5.64%"
"2014年10月28日","353.10","351.16","353.22","349.01","1.95K","0.70%"
"2014年10月27日","350.65","351.13","355.00","346.49","2.01K","0.19%"
"2014年10月26日","349.99","346.76","356.27","344.03","2.02K","0.74%"
"2014年10月25日","347.41","356.75","357.55","342.28","0.89K","-2.45%"
"2014年10月24日","356.15","356.12","359.94","349.00","4.21K","0.05%"
"2014年10月23日","355.98","379.73","381.00","352.99","1.29K","-6.31%"
"2014年10月22日","379.96","382.85","385.46","379.73","0.94K","-0.75%"
"2014年10月21日","382.84","380.73","387.75","378.22","1.21K","0.49%"
"2014年10月20日","380.98","385.93","386.75","374.61","3.28K","-1.36%"
"2014年10月19日","386.25","386.30","389.10","384.28","0.76K","-0.96%"
"2014年10月18日","390.00","379.11","391.75","377.04","1.13K","2.56%"
"2014年10月17日","380.25","380.68","385.71","371.91","2.43K","0.25%"
"2014年10月16日","379.29","395.00","395.00","372.19","1.38K","-3.60%"
"2014年10月15日","393.46","392.72","397.90","379.28","12.44K","-1.13%"
"2014年10月14日","397.94","387.95","405.80","385.93","0.77K","3.81%"
"2014年10月13日","383.35","367.11","391.03","363.29","1.52K","3.04%"
"2014年10月12日","372.03","361.93","375.00","354.29","1.52K","2.98%"
"2014年10月11日","361.27","358.85","366.00","352.25","0.93K","0.49%"
"2014年10月10日","359.51","363.70","375.00","352.44","2.36K","-1.08%"
"2014年10月09日","363.45","349.09","375.69","345.99","2.32K","3.83%"
"2014年10月08日","350.04","332.06","351.00","324.98","7.43K","5.76%"
"2014年10月07日","330.97","330.52","334.56","315.78","9.14K","2.20%"
"2014年10月06日","323.84","320.24","345.48","303.15","1.82K","0.43%"
"2014年10月05日","322.45","327.61","341.16","285.12","2.18K","-1.89%"
"2014年10月04日","328.66","359.63","364.75","322.40","1.41K","-8.12%"
"2014年10月03日","357.69","371.52","375.08","356.35","1.05K","-3.78%"
"2014年10月02日","371.74","383.08","385.45","370.29","0.82K","-2.94%"
"2014年10月01日","383.00","387.02","388.96","377.04","5.26K","-1.07%"
"2014年09月30日","387.14","374.17","392.13","371.99","10.91K","4.75%"
"2014年09月29日","369.60","376.75","383.00","367.26","0.85K","-1.36%"
"2014年09月28日","374.71","398.77","399.43","369.95","0.61K","-5.67%"
"2014年09月27日","397.25","400.42","405.00","395.12","0.73K","-1.42%"
"2014年09月26日","402.97","411.23","414.79","397.00","1.25K","-1.50%"
"2014年09月25日","409.09","420.59","420.60","404.00","0.99K","-2.69%"
"2014年09月24日","420.41","426.68","430.00","408.60","4.09K","-2.03%"
"2014年09月23日","429.13","398.87","440.50","395.42","1.80K","7.91%"
"2014年09月22日","397.67","400.10","406.18","394.00","3.96K","-0.75%"
"2014年09月21日","400.69","409.34","412.52","394.19","0.52K","-2.65%"
"2014年09月20日","411.59","396.48","427.27","392.55","1.01K","4.13%"
"2014年09月19日","395.27","426.80","428.39","389.88","0.90K","-7.47%"
"2014年09月18日","427.18","456.70","459.97","412.02","1.61K","-6.48%"
"2014年09月17日","456.77","465.72","469.00","450.35","1.10K","-1.80%"
"2014年09月16日","465.13","466.80","475.11","464.35","0.59K","-1.02%"
"2014年09月15日","469.90","476.49","478.79","469.90","1.36K","-1.38%"
"2014年09月14日","476.49","477.16","479.10","474.30","0.77K","-0.34%"
"2014年09月13日","478.10","471.20","480.75","470.79","0.91K","1.33%"
"2014年09月12日","471.81","475.68","477.85","467.75","0.76K","-1.11%"
"2014年09月11日","477.09","479.64","480.75","470.10","0.99K","-0.05%"
"2014年09月10日","477.33","474.01","487.00","473.30","0.71K","0.99%"
"2014年09月09日","472.66","470.95","475.45","463.33","1.10K","0.47%"
"2014年09月08日","470.43","476.70","478.11","462.17","1.35K","-1.94%"
"2014年09月07日","479.73","481.14","483.62","479.73","0.56K","-0.33%"
"2014年09月06日","481.32","481.39","485.00","479.59","0.98K","0.78%"
"2014年09月05日","477.59","487.07","488.61","477.59","0.72K","-2.37%"
"2014年09月04日","489.20","473.70","494.28","473.27","1.08K","3.20%"
"2014年09月03日","474.04","478.50","478.85","473.35","0.93K","-0.58%"
"2014年09月02日","476.79","481.60","485.83","475.00","1.24K","-1.86%"
"2014年09月01日","485.83","487.35","489.49","479.09","1.02K","0.51%"
"2014年08月31日","483.37","503.07","503.99","482.27","1.60K","-3.13%"
"2014年08月30日","499.00","506.86","506.86","499.00","0.39K","-1.68%"
"2014年08月29日","507.52","506.01","510.07","503.00","0.79K","-0.05%"
"2014年08月28日","507.75","512.04","513.33","506.60","0.80K","-0.63%"
"2014年08月27日","510.99","512.94","518.00","510.99","0.99K","0.50%"
"2014年08月26日","508.43","507.00","514.65","505.47","0.76K","1.18%"
"2014年08月25日","502.50","506.31","511.00","498.20","2.81K","-0.95%"
"2014年08月24日","507.30","500.69","512.78","500.00","0.75K","1.43%"
"2014年08月23日","500.15","510.50","511.58","498.95","0.91K","-2.99%"
"2014年08月22日","515.57","518.37","521.50","502.00","0.79K","-0.06%"
"2014年08月21日","515.87","515.62","528.99","509.97","1.52K","-0.21%"
"2014年08月20日","516.98","492.07","524.99","471.74","1.15K","5.44%"
"2014年08月19日","490.30","470.00","498.00","470.00","1.43K","2.53%"
"2014年08月18日","478.20","504.17","506.67","462.37","2.84K","-4.61%"
"2014年08月17日","501.32","525.39","527.01","490.13","0.62K","-4.90%"
"2014年08月16日","527.17","502.68","527.78","489.49","1.03K","4.14%"
"2014年08月15日","506.23","517.25","525.00","489.99","1.62K","-0.74%"
"2014年08月14日","510.00","549.00","549.00","503.00","1.76K","-7.10%"
"2014年08月13日","549.00","567.57","567.69","530.52","1.89K","-3.00%"
"2014年08月12日","566.00","570.00","570.55","563.00","0.78K","-1.14%"
"2014年08月11日","572.50","582.71","583.15","572.50","0.96K","-1.29%"
"2014年08月10日","580.00","581.86","586.41","580.00","0.68K","-0.57%"
"2014年08月09日","583.30","583.03","583.91","581.29","0.70K","-0.53%"
"2014年08月08日","586.41","582.93","587.63","582.93","0.82K","0.71%"
"2014年08月07日","582.25","577.51","583.35","577.51","1.20K","0.82%"
"2014年08月06日","577.50","575.25","583.70","574.26","0.95K","0.44%"
"2014年08月05日","574.95","581.95","583.99","574.19","0.98K","-1.06%"
"2014年08月04日","581.11","583.14","587.81","581.11","0.93K","-0.16%"
"2014年08月03日","582.06","583.86","583.86","578.34","0.62K","-0.97%"
"2014年08月02日","587.75","593.31","593.31","583.68","0.98K","-1.21%"
"2014年08月01日","594.92","578.00","606.10","100.00","2.06K","2.74%"
"2014年07月31日","579.04","554.00","586.00","553.50","1.11K","5.09%"
"2014年07月30日","551.00","575.37","575.83","550.00","1.31K","-4.17%"
"2014年07月29日","575.00","579.99","585.71","566.23","1.41K","-1.94%"
"2014年07月28日","586.38","585.00","587.99","571.00","1.48K","-0.70%"
"2014年07月27日","590.50","594.29","595.00","589.99","0.86K","-0.59%"
"2014年07月26日","594.00","598.96","598.96","590.15","1.24K","-0.67%"
"2014年07月25日","598.00","600.93","605.33","595.00","1.13K","-0.38%"
"2014年07月24日","600.31","616.84","616.86","593.20","1.76K","-2.74%"
"2014年07月23日","617.21","611.96","618.60","609.98","1.74K","0.75%"
"2014年07月22日","612.59","620.00","624.00","605.54","1.06K","-1.16%"
"2014年07月21日","619.79","621.00","621.75","605.00","2.36K","0.14%"
"2014年07月20日","618.91","623.25","623.25","617.00","1.08K","-1.01%"
"2014年07月19日","625.25","627.17","627.17","618.00","1.26K","-0.35%"
"2014年07月18日","627.46","626.41","627.46","616.75","1.02K","-0.02%"
"2014年07月17日","627.60","622.00","631.14","619.00","2.89K","1.06%"
"2014年07月16日","621.04","620.00","631.68","614.04","1.20K","0.03%"
"2014年07月15日","620.87","621.33","624.00","617.90","0.94K","-0.25%"
"2014年07月14日","622.40","621.72","624.00","616.00","1.01K","-0.26%"
"2014年07月13日","624.00","626.00","626.00","621.51","0.80K","-0.32%"
"2014年07月12日","626.00","625.07","630.00","623.00","0.74K","0.08%"
"2014年07月11日","625.50","610.00","625.50","609.91","0.70K","2.54%"
"2014年07月10日","610.00","618.50","620.00","608.50","1.24K","-1.65%"
"2014年07月09日","620.24","620.70","624.70","616.25","0.87K","0.28%"
"2014年07月08日","618.50","623.26","626.00","611.06","0.73K","-0.88%"
"2014年07月07日","624.00","630.50","635.00","615.00","1.07K","-1.46%"
"2014年07月06日","633.25","634.60","636.81","630.49","0.45K","0.52%"
"2014年07月05日","630.00","635.00","636.00","630.00","0.50K","-0.35%"
"2014年07月04日","632.24","649.98","650.00","628.51","0.57K","-1.77%"
"2014年07月03日","643.62","649.46","652.00","640.72","0.81K","-0.66%"
"2014年07月02日","647.90","650.58","654.91","641.00","1.16K","-0.44%"
"2014年07月01日","650.77","650.00","662.00","643.90","1.47K","1.68%"
"2014年06月30日","640.01","605.53","646.00","605.53","1.71K","6.02%"
"2014年06月29日","603.65","603.04","606.98","601.00","0.46K","0.59%"
"2014年06月28日","600.10","602.54","610.47","600.10","0.58K","-1.00%"
"2014年06月27日","606.18","582.73","606.18","582.00","2.41K","4.89%"
"2014年06月26日","577.90","573.50","578.75","572.00","0.74K","1.73%"
"2014年06月25日","568.07","585.00","585.00","568.07","1.05K","-3.27%"
"2014年06月24日","587.28","595.87","595.87","585.00","0.72K","-2.00%"
"2014年06月23日","599.25","609.65","609.66","592.50","0.90K","-1.41%"
"2014年06月22日","607.80","605.00","620.00","605.00","0.78K","1.03%"
"2014年06月21日","601.61","597.32","601.61","592.21","0.78K","0.10%"
"2014年06月20日","601.00","595.86","603.00","591.00","1.00K","-0.17%"
"2014年06月19日","602.00","608.01","613.75","600.26","1.26K","-1.55%"
"2014年06月18日","611.50","615.50","621.08","603.79","1.21K","-0.45%"
"2014年06月17日","614.25","578.85","614.25","577.02","1.14K","5.91%"
"2014年06月16日","580.00","580.85","601.00","580.00","1.06K","1.58%"
"2014年06月15日","571.00","565.00","571.78","549.31","1.11K","3.00%"
"2014年06月14日","554.37","584.00","584.48","545.33","1.20K","-4.84%"
"2014年06月13日","582.59","586.93","615.58","570.00","2.15K","-1.26%"
"2014年06月12日","590.01","636.00","640.10","569.09","1.23K","-7.39%"
"2014年06月11日","637.10","657.25","657.25","637.10","1.09K","-2.53%"
"2014年06月10日","653.64","653.97","663.00","647.00","0.99K","-0.01%"
"2014年06月09日","653.73","663.93","663.93","653.00","1.20K","-1.30%"
"2014年06月08日","662.35","664.85","668.20","660.00","0.62K","-0.10%"
"2014年06月07日","663.00","646.75","663.00","646.75","0.98K","1.22%"
"2014年06月06日","655.00","661.00","666.00","654.65","1.17K","-1.24%"
"2014年06月05日","663.25","651.83","670.00","650.00","0.99K","1.68%"
"2014年06月04日","652.29","681.25","681.25","640.00","1.26K","-4.48%"
"2014年06月03日","682.88","673.07","693.89","665.00","1.11K","2.00%"
"2014年06月02日","669.50","647.06","675.00","623.94","1.18K","3.56%"
"2014年06月01日","646.50","638.00","687.35","625.00","1.15K","1.71%"
"2014年05月31日","635.60","621.00","635.60","618.62","0.91K","1.05%"
"2014年05月30日","629.00","590.00","629.00","590.00","1.16K","9.78%"
"2014年05月29日","572.99","570.00","575.01","567.88","1.16K","-0.70%"
"2014年05月28日","577.01","570.00","580.04","563.41","1.02K","1.23%"
"2014年05月27日","570.00","575.59","580.02","557.66","1.22K","-0.87%"
"2014年05月26日","575.00","569.00","580.10","563.20","0.57K","1.56%"
"2014年05月25日","566.15","507.83","572.00","507.83","0.57K","12.71%"
"2014年05月24日","502.30","500.00","505.00","500.00","0.63K","-1.42%"
"2014年05月23日","509.55","507.00","529.79","500.80","1.54K","1.44%"
"2014年05月22日","502.30","476.55","507.00","475.75","1.64K","5.16%"
"2014年05月21日","477.65","480.00","480.00","475.79","1.13K","0.36%"
"2014年05月20日","475.95","440.00","480.00","440.00","1.84K","8.42%"
"2014年05月19日","438.97","434.75","440.00","423.75","1.16K","0.05%"
"2014年05月18日","438.75","438.00","438.75","436.27","0.00K","-0.73%"
"2014年05月17日","441.97","443.00","443.00","435.37","0.10K","-0.07%"
"2014年05月16日","442.28","442.00","443.00","442.00","0.48K","0.07%"
"2014年05月15日","441.99","440.00","442.00","438.00","0.22K","-0.45%"
"2014年05月14日","444.00","437.25","444.00","432.00","1.55K","1.54%"
"2014年05月13日","437.25","439.00","439.00","433.68","1.26K","-0.63%"
"2014年05月12日","440.00","434.55","441.00","433.00","1.22K","1.85%"
"2014年05月11日","432.00","449.63","449.63","430.55","0.46K","-4.23%"
"2014年05月10日","451.10","452.00","452.25","449.10","0.59K","1.14%"
"2014年05月09日","446.00","440.00","452.01","439.49","1.16K","0.72%"
"2014年05月08日","442.80","440.00","447.00","439.51","1.01K","1.10%"
"2014年05月07日","438.00","430.00","448.72","425.89","0.85K","1.86%"
"2014年05月06日","430.00","426.55","431.50","419.77","0.97K","0.70%"
"2014年05月05日","427.01","436.41","439.88","426.50","1.15K","-0.90%"
"2014年05月04日","430.87","439.53","440.63","430.87","0.02K","-2.20%"
"2014年05月03日","440.54","452.00","452.00","432.61","0.07K","-2.86%"
"2014年05月02日","453.50","459.01","459.63","447.00","0.91K","-1.20%"
"2014年05月01日","459.00","450.81","463.00","450.78","0.93K","2.39%"
"2014年04月30日","448.27","446.00","450.00","440.50","0.63K","3.29%"
"2014年04月29日","434.00","438.72","450.00","431.54","0.89K","-3.13%"
"2014年04月28日","448.00","434.00","448.00","433.00","0.86K","1.48%"
"2014年04月27日","441.45","460.00","460.50","441.45","0.07K","-3.82%"
"2014年04月26日","459.00","467.35","470.49","453.86","0.04K","-0.22%"
"2014年04月25日","460.00","493.08","494.37","446.22","0.43K","-7.54%"
"2014年04月24日","497.50","486.00","497.50","480.00","0.49K","1.49%"
"2014年04月23日","490.21","494.86","494.86","480.00","0.50K","0.45%"
"2014年04月22日","488.00","499.50","501.00","488.00","0.22K","-1.81%"
"2014年04月21日","497.00","509.00","510.00","495.77","0.66K","-3.01%"
"2014年04月20日","512.45","510.00","512.45","510.00","0.15K","1.48%"
"2014年04月19日","505.00","488.17","510.00","484.71","0.04K","2.95%"
"2014年04月18日","490.54","499.39","504.37","483.57","0.42K","-2.03%"
"2014年04月17日","500.71","519.55","522.25","491.00","0.35K","-4.12%"
"2014年04月16日","522.25","510.00","522.79","499.00","0.76K","1.41%"
"2014年04月15日","515.00","453.36","515.00","453.36","0.75K","12.20%"
"2014年04月14日","459.00","403.15","464.00","403.15","0.73K","13.55%"
"2014年04月13日","404.22","415.00","415.00","404.22","0.11K","-2.60%"
"2014年04月12日","415.00","417.75","430.00","412.00","0.07K","-0.30%"
"2014年04月11日","416.26","355.00","427.00","325.00","2.04K","12.50%"
"2014年04月10日","370.00","440.24","440.24","370.00","0.91K","-16.38%"
"2014年04月09日","442.50","454.97","454.97","440.00","0.35K","-1.39%"
"2014年04月08日","448.75","454.50","458.25","448.75","0.15K","-1.20%"
"2014年04月07日","454.20","460.21","463.62","445.00","0.25K","0.11%"
"2014年04月06日","453.69","463.30","463.30","453.69","0.01K","-1.54%"
"2014年04月05日","460.80","453.00","460.80","445.19","0.04K","2.40%"
"2014年04月04日","449.99","441.50","458.13","434.17","0.31K","0.27%"
"2014年04月03日","448.78","440.61","462.05","422.00","0.68K","1.23%"
"2014年04月02日","443.33","479.18","490.51","435.79","0.95K","-8.18%"
"2014年04月01日","482.83","460.32","486.00","451.44","0.94K","6.82%"
"2014年03月31日","452.00","478.60","485.00","443.13","0.08K","-2.61%"
"2014年03月30日","464.10","493.01","493.01","440.35","0.14K","-5.66%"
"2014年03月29日","491.92","506.17","507.00","490.98","0.02K","-1.11%"
"2014年03月28日","497.44","525.00","525.00","490.00","0.23K","-0.22%"
"2014年03月27日","498.53","582.40","589.33","498.53","0.24K","-16.21%"
"2014年03月26日","595.00","580.00","595.00","570.00","0.54K","2.23%"
"2014年03月25日","582.01","586.58","586.66","579.10","0.31K","-1.35%"
"2014年03月24日","590.00","560.38","590.00","552.00","0.35K","4.20%"
"2014年03月23日","566.20","570.30","570.30","566.20","0.01K","1.11%"
"2014年03月22日","560.00","560.00","562.86","550.00","0.01K","-1.55%"
"2014年03月21日","568.80","581.00","605.42","568.80","0.70K","-2.52%"
"2014年03月20日","583.48","610.00","639.21","583.48","0.49K","-4.50%"
"2014年03月19日","611.00","622.90","622.92","611.00","0.11K","-1.19%"
"2014年03月18日","618.37","623.08","623.89","610.89","0.49K","-0.95%"
"2014年03月17日","624.33","635.00","635.70","624.00","0.60K","-1.68%"
"2014年03月16日","635.01","640.10","640.10","635.01","0.04K","-1.03%"
"2014年03月15日","641.64","636.89","641.64","636.89","0.00K","1.85%"
"2014年03月14日","630.00","632.93","638.97","630.00","0.56K","-1.87%"
"2014年03月13日","641.99","633.51","645.14","633.51","0.04K","-1.23%"
"2014年03月12日","650.00","615.00","650.00","615.00","0.86K","5.69%"
"2014年03月11日","615.00","615.00","615.00","613.50","0.05K","0.00%"
"2014年03月10日","615.00","621.00","621.00","612.84","0.12K","-0.97%"
"2014年03月09日","621.00","610.48","621.00","609.37","0.05K","1.12%"
"2014年03月08日","614.14","621.00","621.00","600.25","0.06K","-1.11%"
"2014年03月07日","621.00","663.00","663.00","614.00","0.76K","-6.33%"
"2014年03月06日","663.00","673.44","675.00","657.00","0.96K","-1.78%"
"2014年03月05日","675.00","658.00","675.80","658.00","0.49K","1.05%"
"2014年03月04日","668.00","654.72","675.00","652.62","0.47K","1.52%"
"2014年03月03日","658.00","571.50","685.00","569.74","0.67K","17.37%"
"2014年03月02日","560.62","570.90","583.49","560.00","0.01K","-1.34%"
"2014年03月01日","568.21","565.00","571.77","560.00","0.06K","0.57%"
"2014年02月28日","565.00","575.48","590.30","544.89","0.34K","-2.42%"
"2014年02月27日","579.00","592.53","592.53","565.72","0.01K","-0.52%"
"2014年02月26日","582.00","548.67","594.47","544.00","0.72K","13.01%"
"2014年02月25日","515.00","554.00","567.00","425.00","1.91K","-8.43%"
"2014年02月24日","562.43","597.27","597.27","562.43","0.01K","-9.14%"
"2014年02月23日","619.00","597.73","624.05","597.73","0.02K","4.00%"
"2014年02月22日","595.22","587.61","602.77","563.74","0.00K","4.79%"
"2014年02月21日","568.00","565.20","591.50","548.51","0.06K","-1.88%"
"2014年02月20日","578.88","633.00","633.00","574.81","0.04K","-8.17%"
"2014年02月19日","630.41","634.18","637.99","628.00","0.10K","0.38%"
"2014年02月18日","628.00","660.00","660.00","622.00","0.05K","-5.40%"
"2014年02月17日","663.85","626.00","663.85","626.00","0.03K","9.19%"
"2014年02月16日","608.00","650.00","650.00","608.00","0.11K","-6.95%"
"2014年02月15日","653.38","652.89","655.69","650.00","0.02K","-4.20%"
"2014年02月14日","682.00","622.00","724.00","565.20","0.46K","7.53%"
"2014年02月13日","634.26","671.94","671.94","630.00","0.04K","-7.41%"
"2014年02月12日","685.00","691.13","691.13","650.00","0.06K","3.97%"
"2014年02月11日","658.87","739.00","761.66","653.26","0.13K","-6.72%"
"2014年02月10日","706.32","720.00","739.00","642.00","0.11K","-0.52%"
"2014年02月09日","710.00","702.59","720.00","702.59","0.10K","2.90%"
"2014年02月08日","690.00","700.00","716.45","690.00","0.05K","-4.17%"
"2014年02月07日","720.00","750.27","755.05","677.00","0.28K","-6.68%"
"2014年02月06日","771.55","793.00","793.00","768.00","0.16K","-2.46%"
"2014年02月05日","791.00","807.00","808.00","791.00","0.33K","-2.71%"
"2014年02月04日","813.00","810.80","813.23","808.27","0.12K","0.37%"
"2014年02月03日","810.00","806.78","814.12","801.67","0.14K","-0.57%"
"2014年02月01日","814.65","801.93","814.65","801.93","0.01K","1.83%"
"2014年01月31日","800.00","801.67","803.29","791.80","0.22K","-0.49%"
"2014年01月30日","803.95","794.37","803.95","785.37","0.27K","0.49%"
"2014年01月29日","800.00","788.99","800.00","783.57","0.13K","0.63%"
"2014年01月28日","795.00","779.78","812.04","770.00","0.56K","4.57%"
"2014年01月27日","760.29","810.94","810.94","757.00","0.74K","-6.10%"
"2014年01月26日","809.65","804.18","823.92","731.00","0.15K","-0.04%"
"2014年01月25日","810.00","795.83","810.00","789.44","0.23K","3.60%"
"2014年01月24日","781.87","800.00","800.00","773.18","0.36K","-4.21%"
"2014年01月23日","816.21","819.00","820.00","804.28","0.26K","1.14%"
"2014年01月22日","807.00","807.00","807.00","807.00","0.00K","-0.37%"
"2014年01月21日","810.00","810.00","824.72","794.21","0.37K","-1.62%"
"2014年01月20日","823.35","831.01","831.01","795.23","0.15K","-0.80%"
"2014年01月19日","830.00","819.00","830.00","814.23","0.14K","3.75%"
"2014年01月18日","800.00","810.00","815.00","799.00","0.15K","1.39%"
"2014年01月17日","789.00","820.00","820.69","789.00","0.07K","-4.25%"
"2014年01月16日","824.00","847.06","847.06","822.42","0.20K","-1.87%"
"2014年01月15日","839.73","835.55","842.19","833.74","0.05K","1.56%"
"2014年01月14日","826.85","827.84","833.41","815.12","0.14K","1.03%"
"2014年01月13日","818.40","846.59","857.28","818.40","0.06K","-7.85%"
"2014年01月12日","888.10","892.00","892.00","888.10","0.00K","-0.98%"
"2014年01月11日","896.88","899.00","900.27","895.00","0.01K","7.44%"
"2014年01月10日","834.75","832.98","834.75","832.98","0.00K","-1.79%"
"2014年01月09日","850.00","833.72","850.00","794.93","0.29K","2.59%"
"2014年01月08日","828.54","781.00","838.05","771.00","0.14K","4.75%"
"2014年01月07日","791.00","928.69","928.69","791.00","0.10K","-15.36%"
"2014年01月06日","934.55","910.00","950.00","900.00","0.10K","3.38%"
"2014年01月05日","904.00","839.46","904.00","839.46","0.02K","12.74%"
"2014年01月04日","801.84","806.50","806.50","801.84","0.01K","-1.26%"
"2014年01月03日","812.05","801.00","812.05","801.00","-","4.78%"
"2014年01月02日","775.00","746.22","775.00","740.18","0.13K","4.69%"
"2014年01月01日","740.30","740.00","757.00","733.53","0.01K","1.73%"
"2013年12月31日","727.71","731.50","731.50","715.72","0.08K","-1.29%"
"2013年12月30日","737.24","735.00","740.00","730.21","0.13K","3.21%"
"2013年12月29日","714.29","710.66","714.29","710.66","0.01K","1.90%"
"2013年12月28日","701.00","726.00","732.00","701.00","0.14K","-2.49%"
"2013年12月27日","718.89","757.53","757.75","708.98","0.18K","-2.85%"
"2013年12月26日","740.00","680.00","741.32","680.00","0.19K","14.31%"
"2013年12月24日","647.33","661.96","668.75","646.82","0.11K","1.09%"
"2013年12月23日","640.37","650.18","653.20","640.37","0.08K","2.94%"
"2013年12月22日","622.10","590.00","669.62","590.00","0.13K","2.37%"
"2013年12月21日","607.68","655.41","656.69","589.00","0.19K","1.45%"
"2013年12月20日","599.00","702.03","731.96","599.00","0.53K","-14.68%"
"2013年12月19日","702.03","545.59","716.43","521.00","0.37K","27.32%"
"2013年12月18日","551.38","668.84","668.84","408.74","1.38K","-24.67%"
"2013年12月17日","731.94","712.17","759.83","643.93","0.18K","3.86%"
"2013年12月16日","704.77","896.76","896.76","699.55","0.13K","-18.51%"
"2013年12月15日","864.87","891.23","891.23","850.00","0.11K","-3.68%"
"2013年12月14日","897.95","904.00","909.73","889.01","0.02K","-1.60%"
"2013年12月13日","912.55","911.00","954.00","909.08","0.11K","1.34%"
"2013年12月12日","900.53","878.90","915.00","878.90","0.01K","-2.31%"
"2013年12月11日","921.78","1,005.59","1,005.59","890.66","0.04K","-9.89%"
"2013年12月10日","1,023.00","967.18","1,030.44","958.46","0.08K","9.32%"
"2013年12月09日","935.79","871.40","945.02","849.42","0.05K","28.19%"
"2013年12月08日","730.00","717.13","758.47","682.22","0.03K","-8.82%"
"2013年12月07日","800.57","833.26","1,200.00","632.32","0.66K","-8.25%"
"2013年12月06日","872.56","1,028.15","1,028.15","845.41","0.24K","-15.33%"
"2013年12月05日","1,030.58","1,129.80","1,135.00","866.02","0.12K","-9.99%"
"2013年12月04日","1,145.00","1,065.46","1,149.50","1,065.46","0.03K","9.26%"
"2013年12月03日","1,047.98","1,047.98","1,047.98","1,047.98","0.08K","5.00%"
"2013年12月02日","998.07","997.87","1,031.09","960.00","0.20K","4.51%"
"2013年12月01日","955.00","998.06","998.06","903.00","0.06K","-14.15%"
"2013年11月30日","1,112.35","1,105.08","1,115.00","1,103.14","0.33K","0.44%"
"2013年11月29日","1,107.51","1,030.00","1,124.36","1,030.00","0.43K","9.65%"
"2013年11月28日","1,010.00","955.00","1,031.09","943.86","0.14K","6.54%"
"2013年11月27日","948.00","863.90","948.87","855.00","0.34K","11.59%"
"2013年11月26日","849.57","790.24","849.57","778.00","0.05K","8.53%"
"2013年11月25日","782.77","785.93","789.02","782.77","0.02K","-3.80%"
"2013年11月24日","813.72","746.86","813.72","746.86","-","-3.38%"
"2013年11月23日","842.20","800.20","842.20","769.92","0.05K","10.82%"
"2013年11月22日","760.00","680.00","760.00","680.00","0.03K","8.57%"
"2013年11月21日","700.00","587.00","700.00","580.00","0.08K","27.27%"
"2013年11月20日","550.00","504.90","550.00","425.06","0.02K","-8.18%"
"2013年11月19日","599.00","600.00","690.89","418.36","0.06K","2.37%"
"2013年11月18日","585.16","461.00","590.64","461.00","0.11K","23.64%"
"2013年11月17日","473.27","435.87","473.27","435.87","0.03K","8.73%"
"2013年11月16日","435.27","412.03","436.05","398.44","0.05K","8.82%"
"2013年11月15日","400.00","419.07","436.06","400.00","0.23K","-4.31%"
"2013年11月14日","418.00","396.21","419.50","393.69","0.20K","7.81%"
"2013年11月13日","387.73","366.81","387.73","356.36","0.10K","10.73%"
"2013年11月12日","350.16","343.26","355.26","341.88","0.06K","3.42%"
"2013年11月11日","338.57","342.84","342.84","328.85","0.11K","8.55%"
"2013年11月10日","311.90","311.90","311.90","311.90","-","-7.21%"
"2013年11月09日","336.14","336.14","336.14","336.14","-","3.82%"
"2013年11月08日","323.77","323.77","323.77","323.77","-","14.29%"
"2013年11月07日","283.30","283.30","283.30","283.30","-","11.67%"
"2013年11月06日","253.69","253.69","253.69","253.69","-","6.02%"
"2013年11月05日","239.29","239.29","239.29","239.29","-","6.26%"
"2013年11月04日","225.20","225.20","225.20","225.20","-","8.46%"
"2013年11月03日","207.63","207.63","207.63","207.63","-","3.38%"
"2013年11月02日","200.85","200.85","200.85","200.85","-","1.18%"
"2013年11月01日","198.51","198.51","198.51","198.51","-","0.14%"
"2013年10月31日","198.23","198.23","198.23","198.23","-","1.89%"
"2013年10月30日","194.55","194.55","194.55","194.55","-","-1.84%"
"2013年10月29日","198.19","198.19","198.19","198.19","-","5.49%"
"2013年10月28日","187.87","187.87","187.87","187.87","-","1.17%"
"2013年10月27日","185.69","185.69","185.69","185.69","-","5.57%"
"2013年10月26日","175.90","175.90","175.90","175.90","-","-1.25%"
"2013年10月25日","178.12","178.12","178.12","178.12","-","-2.75%"
"2013年10月24日","183.15","183.15","183.15","183.15","-","-8.71%"
"2013年10月23日","200.62","200.62","200.62","200.62","-","9.12%"
"2013年10月22日","183.86","183.86","183.86","183.86","-","5.56%"
"2013年10月21日","174.18","174.18","174.18","174.18","-","6.82%"
"2013年10月20日","163.06","163.06","163.06","163.06","-","2.03%"
"2013年10月19日","159.81","159.81","159.81","159.81","-","6.83%"
"2013年10月18日","149.59","149.59","149.59","149.59","-","4.81%"
"2013年10月17日","142.73","142.73","142.73","142.73","-","3.86%"
"2013年10月16日","137.42","137.42","137.42","137.42","-","-0.88%"
"2013年10月15日","138.64","138.64","138.64","138.64","-","4.21%"
"2013年10月14日","133.04","133.04","133.04","133.04","-","2.01%"
"2013年10月13日","130.42","130.42","130.42","130.42","-","3.08%"
"2013年10月12日","126.52","126.52","126.52","126.52","-","0.80%"
